"","x"
"Dnig.4LG0010750.1",1
"Dnig.4LG0010760.1",3
"Dnig.4LG0010770.1",5
"Dnig.4LG0010790.1",16
"Dnig.4LG0010800.1",13
"Dnig.4LG0010810.1",10
"Dnig.4LG0010840.1",16
"Dnig.4LG0010850.1",11
"Dnig.4LG0010860.1",13
"Dnig.4LG0010890.1",18
"Dnig.4LG0010900.1",16
"Dnig.4LG0010910.1",9
"Dnig.4LG0010920.1",16
"Dnig.4LG0010980.1",20
"Dnig.4LG0010990.1",3
"Dnig.4LG0011000.1",12
"Dnig.4LG0011010.1",3
"Dnig.4LG0011210.1",5
"Dnig.4LG0011250.1",12
"Dnig.4LG0011260.1",7
"Dnig.4LG0011270.1",16
"Dnig.4LG0011280.1",2
"Dnig.4LG0011290.1",11
"Dnig.4LG0011300.1",3
"Dnig.4LG0011310.1",20
"Dnig.4LG0011330.1",10
"Dnig.4LG0011340.1",12
"Dnig.4LG0011350.1",12
"Dnig.4LG0011370.1",17
"Dnig.4LG0011380.1",17
"Dnig.4LG0011390.1",4
"Dnig.4LG0011400.1",2
"Dnig.4LG0011410.1",12
"Dnig.4LG0011420.1",17
"Dnig.4LG0011460.1",13
"Dnig.4LG0011470.1",10
"Dnig.4LG0011480.1",3
"Dnig.4LG0011490.1",3
"Dnig.4LG0011510.1",20
"Dnig.4LG0011520.1",4
"Dnig.4LG0011550.1",17
"Dnig.4LG0011590.1",12
"Dnig.4LG0011600.1",17
"Dnig.4LG0011610.1",4
"Dnig.4LG0011620.1",12
"Dnig.4LG0011630.1",6
"Dnig.4LG0011640.1",4
"Dnig.4LG0011650.1",4
"Dnig.4LG0011660.1",10
"Dnig.4LG0011670.1",6
"Dnig.4LG0011710.1",5
"Dnig.4LG0011720.1",20
"Dnig.4LG0011730.1",3
"Dnig.4LG0011740.1",13
"Dnig.4LG0011750.1",18
"Dnig.4LG0011760.1",17
"Dnig.4LG0011770.1",5
"Dnig.4LG0011790.1",18
"Dnig.4LG0011830.1",10
"Dnig.4LG0011880.1",8
"Dnig.4LG0011890.1",20
"Dnig.4LG0011900.1",9
"Dnig.4LG0011910.1",5
"Dnig.4LG0011920.1",17
"Dnig.4LG0011930.1",9
"Dnig.4LG0011940.1",14
"Dnig.4LG0011950.1",5
"Dnig.4LG0011960.1",13
"Dnig.4LG0011970.1",17
"Dnig.4LG0012000.1",16
"Dnig.4LG0012010.1",1
"Dnig.4LG0012020.1",14
"Dnig.4LG0012030.1",4
"Dnig.4LG0012040.1",18
"Dnig.4LG0012050.1",5
"Dnig.4LG0012060.1",19
"Dnig.4LG0012250.1",3
"Dnig.4LG0012270.1",10
"Dnig.4LG0012280.1",9
"Dnig.4LG0012290.1",5
"Dnig.4LG0012300.1",19
"Dnig.4LG0012310.1",12
"Dnig.4LG0012320.1",12
"Dnig.4LG0012330.1",13
"Dnig.4LG0012340.1",15
"Dnig.4LG0012350.1",15
"Dnig.4LG0012360.1",2
"Dnig.4LG0012370.1",1
"Dnig.4LG0012380.1",9
"Dnig.4LG0012390.1",8
"Dnig.4LG0012400.1",4
"Dnig.4LG0012410.1",13
"Dnig.4LG0012420.2",10
"Dnig.4LG0012430.1",13
"Dnig.4LG0012440.1",2
"Dnig.4LG0012450.1",11
"Dnig.4LG0012460.1",15
"Dnig.4LG0012470.1",15
"Dnig.4LG0012490.1",7
"Dnig.4LG0012500.1",6
"Dnig.4LG0012520.1",5
"Dnig.4LG0012540.1",4
"Dnig.4LG0012560.1",4
"Dnig.4LG0012630.1",10
"Dnig.4LG0012740.1",3
"Dnig.4LG0012780.1",3
"Dnig.4LG0012800.1",20
"Dnig.4LG0012810.1",20
"Dnig.4LG0012830.1",11
"Dnig.4LG0012850.1",16
"Dnig.4LG0012860.1",3
"Dnig.4LG0012870.1",3
"Dnig.4LG0012880.1",20
"Dnig.4LG0012890.1",14
"Dnig.4LG0012910.1",9
"Dnig.4LG0012940.1",12
"Dnig.4LG0012950.1",3
"Dnig.4LG0012970.1",5
"Dnig.4LG0012980.1",10
"Dnig.4LG0012990.1",12
"Dnig.4LG0013000.1",3
"Dnig.4LG0013010.1",8
"Dnig.4LG0013020.1",17
"Dnig.4LG0013030.1",4
"Dnig.4LG0013040.1",10
"Dnig.4LG0013090.1",10
"Dnig.4LG0013110.1",17
"Dnig.4LG0013130.1",19
"Dnig.4LG0013140.1",16
"Dnig.4LG0013150.1",13
"Dnig.4LG0013170.1",16
"Dnig.4LG0013190.1",3
"Dnig.4LG0013240.1",13
"Dnig.4LG0013250.1",4
"Dnig.4LG0013260.1",13
"Dnig.4LG0013270.1",19
"Dnig.4LG0013280.1",14
"Dnig.4LG0013290.1",5
"Dnig.4LG0013300.1",10
"Dnig.4LG0013310.1",19
"Dnig.4LG0013320.1",7
"Dnig.4LG0013330.1",12
"Dnig.4LG0013340.1",12
"Dnig.4LG0013360.1",15
"Dnig.4LG0013480.1",10
"Dnig.4LG0013500.1",10
"Dnig.4LG0013510.1",20
"Dnig.4LG0013580.1",7
"Dnig.4LG0013590.1",12
"Dnig.4LG0013620.1",10
"Dnig.4LG0013630.1",13
"Dnig.4LG0013670.1",17
"Dnig.4LG0013790.1",16
"Dnig.4LG0013800.1",5
"Dnig.4LG0013810.1",3
"Dnig.4LG0013870.1",15
"Dnig.4LG0013880.1",10
"Dnig.4LG0013910.1",6
"Dnig.4LG0013920.1",13
"Dnig.4LG0013930.1",6
"Dnig.4LG0013940.1",10
"Dnig.4LG0013960.1",17
"Dnig.4LG0013970.1",17
"Dnig.4LG0013980.1",6
"Dnig.4LG0013990.1",7
"Dnig.4LG0014020.1",5
"Dnig.4LG0014030.1",7
"Dnig.4LG0014040.1",20
"Dnig.4LG0014060.1",4
"Dnig.4LG0014070.1",20
"Dnig.4LG0014120.1",20
"Dnig.4LG0014130.1",20
"Dnig.4LG0014150.1",19
"Dnig.4LG0014160.1",18
"Dnig.4LG0014200.1",12
"Dnig.4LG0014210.1",19
"Dnig.4LG0014220.1",19
"Dnig.4LG0014230.1",13
"Dnig.4LG0014240.1",5
"Dnig.4LG0014250.1",2
"Dnig.4LG0014260.1",12
"Dnig.4LG0014270.1",7
"Dnig.4LG0014280.1",11
"Dnig.4LG0014290.1",7
"Dnig.4LG0014300.1",7
"Dnig.4LG0014310.1",14
"Dnig.4LG0014320.1",8
"Dnig.4LG0014330.1",2
"Dnig.4LG0014340.1",6
"Dnig.4LG0014350.1",4
"Dnig.4LG0014360.1",6
"Dnig.4LG0014370.1",13
"Dnig.4LG0014380.1",17
"Dnig.4LG0014490.1",13
"Dnig.4LG0014500.1",1
"Dnig.4LG0014510.1",16
"Dnig.4LG0014520.1",16
"Dnig.4LG0014530.1",19
"Dnig.4LG0014540.1",1
"Dnig.4LG0014550.1",10
"Dnig.4LG0014560.1",12
"Dnig.4LG0014570.1",12
"Dnig.4LG0014580.1",3
"Dnig.4LG0014620.1",3
"Dnig.4LG0014630.1",7
"Dnig.4LG0014650.1",20
"Dnig.4LG0014660.1",5
"Dnig.4LG0014700.1",4
"Dnig.4LG0014710.1",9
"Dnig.4LG0014740.1",15
"Dnig.4LG0014760.1",20
"Dnig.4LG0014780.1",17
"Dnig.4LG0014790.1",2
"Dnig.4LG0014800.1",12
"Dnig.4LG0014810.1",17
"Dnig.4LG0014820.1",7
"Dnig.4LG0014830.1",12
"Dnig.4LG0014850.1",8
"Dnig.4LG0014860.1",1
"Dnig.4LG0014840.1",4
"Dnig.4LG0014890.1",20
"Dnig.4LG0014910.1",20
"Dnig.4LG0014950.1",12
"Dnig.4LG0014960.1",3
"Dnig.4LG0015000.1",5
"Dnig.4LG0015010.1",14
"Dnig.4LG0015060.1",13
"Dnig.4LG0015070.1",14
"Dnig.4LG0015080.1",13
"Dnig.4LG0015090.1",5
"Dnig.4LG0015100.1",7
"Dnig.4LG0015110.1",6
"Dnig.4LG0015160.1",17
"Dnig.4LG0015180.1",16
"Dnig.4LG0015190.1",2
"Dnig.4LG0015200.1",3
"Dnig.4LG0015210.1",12
"Dnig.4LG0015220.1",9
"Dnig.4LG0015250.1",6
"Dnig.4LG0015270.1",12
"Dnig.4LG0015290.1",12
"Dnig.4LG0015300.1",3
"Dnig.4LG0015340.1",7
"Dnig.4LG0015350.1",18
"Dnig.4LG0015370.1",10
"Dnig.4LG0015380.1",3
"Dnig.4LG0015400.1",12
"Dnig.4LG0015410.1",2
"Dnig.4LG0015420.1",15
"Dnig.4LG0015430.1",13
"Dnig.4LG0015440.1",14
"Dnig.4LG0015450.1",20
"Dnig.4LG0015470.1",8
"Dnig.4LG0015490.1",19
"Dnig.4LG0015500.1",12
"Dnig.4LG0015510.1",20
"Dnig.4LG0015520.1",13
"Dnig.4LG0015540.1",9
"Dnig.4LG0015560.1",3
"Dnig.4LG0015570.1",12
"Dnig.4LG0015580.1",5
"Dnig.4LG0015590.1",5
"Dnig.4LG0015600.1",4
"Dnig.4LG0015610.1",16
"Dnig.4LG0015620.1",8
"Dnig.4LG0015630.1",3
"Dnig.4LG0015640.1",6
"Dnig.4LG0015660.1",16
"Dnig.4LG0015670.1",4
"Dnig.4LG0015680.1",8
"Dnig.4LG0015690.1",17
"Dnig.4LG0015710.1",4
"Dnig.4LG0015730.1",11
"Dnig.4LG0015740.1",16
"Dnig.4LG0015750.1",14
"Dnig.4LG0015770.1",16
"Dnig.4LG0015780.1",6
"Dnig.4LG0015790.1",16
"Dnig.4LG0015810.1",20
"Dnig.4LG0015820.1",19
"Dnig.4LG0015830.1",10
"Dnig.4LG0015840.1",5
"Dnig.4LG0015850.1",19
"Dnig.4LG0015860.1",13
"Dnig.4LG0015870.1",14
"Dnig.4LG0015880.1",1
"Dnig.4LG0015890.1",15
"Dnig.4LG0015900.1",17
"Dnig.4LG0015910.1",9
"Dnig.4LG0015930.1",8
"Dnig.4LG0015950.1",5
"Dnig.4LG0015960.1",15
"Dnig.4LG0015970.1",1
"Dnig.4LG0015980.1",17
"Dnig.4LG0015990.1",12
"Dnig.4LG0016000.1",3
"Dnig.4LG0016030.1",7
"Dnig.4LG0016040.1",7
"Dnig.4LG0016050.1",17
"Dnig.4LG0016140.1",19
"Dnig.4LG0016170.1",2
"Dnig.4LG0016180.1",3
"Dnig.4LG0016190.1",6
"Dnig.4LG0016210.1",19
"Dnig.4LG0016220.1",19
"Dnig.4LG0016330.1",3
"Dnig.4LG0016350.1",10
"Dnig.4LG0016370.1",19
"Dnig.4LG0016380.1",16
"Dnig.4LG0016410.1",3
"Dnig.4LG0016460.1",14
"Dnig.4LG0016470.1",5
"Dnig.4LG0016520.1",20
"Dnig.4LG0016540.1",10
"Dnig.4LG0016580.1",1
"Dnig.4LG0016590.1",1
"Dnig.4LG0016610.1",3
"Dnig.4LG0016620.1",2
"Dnig.4LG0016640.1",18
"Dnig.4LG0016650.1",9
"Dnig.4LG0016660.1",3
"Dnig.4LG0016670.1",16
"Dnig.4LG0016680.1",15
"Dnig.4LG0016690.1",12
"Dnig.4LG0016710.1",12
"Dnig.4LG0016720.1",14
"Dnig.4LG0016740.1",14
"Dnig.4LG0016750.1",13
"Dnig.4LG0016760.1",12
"Dnig.4LG0016770.1",13
"Dnig.4LG0016780.1",7
"Dnig.4LG0016800.1",14
"Dnig.4LG0016970.1",4
"Dnig.4LG0016980.1",6
"Dnig.4LG0016990.1",7
"Dnig.4LG0017020.1",7
"Dnig.4LG0017030.1",8
"Dnig.4LG0017040.1",7
"Dnig.4LG0017050.1",13
"Dnig.4LG0017060.1",7
"Dnig.4LG0017070.1",2
"Dnig.4LG0017080.1",13
"Dnig.4LG0017090.1",18
"Dnig.4LG0017100.1",10
"Dnig.4LG0017110.1",1
"Dnig.4LG0017120.1",2
"Dnig.4LG0017150.1",6
"Dnig.4LG0017170.1",17
"Dnig.4LG0017180.1",3
"Dnig.4LG0017200.1",13
"Dnig.4LG0017210.1",16
"Dnig.4LG0017220.1",3
"Dnig.4LG0017230.1",9
"Dnig.4LG0017260.1",13
"Dnig.4LG0017270.1",16
"Dnig.4LG0017290.1",19
"Dnig.4LG0017320.1",13
"Dnig.4LG0017340.1",10
"Dnig.4LG0017350.1",3
"Dnig.4LG0017360.1",4
"Dnig.4LG0017380.1",7
"Dnig.4LG0017370.1",10
"Dnig.4LG0017390.1",4
"Dnig.4LG0017400.1",14
"Dnig.4LG0017410.1",12
"Dnig.4LG0017420.1",10
"Dnig.4LG0017430.1",13
"Dnig.4LG0017440.1",3
"Dnig.4LG0017470.1",12
"Dnig.4LG0017480.1",17
"Dnig.4LG0017510.1",5
"Dnig.4LG0017540.1",18
"Dnig.4LG0017550.1",10
"Dnig.4LG0017580.1",18
"Dnig.4LG0017590.1",16
"Dnig.4LG0017600.1",8
"Dnig.4LG0017650.1",12
"Dnig.4LG0017660.1",12
"Dnig.4LG0017670.1",3
"Dnig.4LG0017680.1",4
"Dnig.4LG0017690.1",7
"Dnig.4LG0017760.1",10
"Dnig.4LG0017770.1",7
"Dnig.4LG0017780.1",12
"Dnig.4LG0017800.1",13
"Dnig.4LG0017810.1",20
"Dnig.4LG0017820.1",3
"Dnig.4LG0017840.1",20
"Dnig.4LG0017830.1",18
"Dnig.4LG0017870.1",2
"Dnig.4LG0017910.1",8
"Dnig.4LG0017930.1",10
"Dnig.4LG0017940.1",8
"Dnig.4LG0017960.1",5
"Dnig.4LG0017970.1",14
"Dnig.4LG0017980.1",17
"Dnig.4LG0018020.1",1
"Dnig.4LG0018040.1",4
"Dnig.4LG0018050.1",15
"Dnig.4LG0018060.1",14
"Dnig.4LG0018080.1",17
"Dnig.4LG0018110.1",1
"Dnig.4LG0018120.1",17
"Dnig.4LG0018170.1",1
"Dnig.4LG0018180.1",7
"Dnig.4LG0018190.1",5
"Dnig.4LG0018200.1",13
"Dnig.4LG0018210.1",11
"Dnig.4LG0018220.1",1
"Dnig.4LG0018230.1",3
"Dnig.4LG0018240.1",3
"Dnig.4LG0018250.1",13
"Dnig.4LG0018260.1",8
"Dnig.4LG0018320.1",17
"Dnig.4LG0018350.1",19
"Dnig.4LG0018360.1",7
"Dnig.4LG0018530.1",19
"Dnig.4LG0018620.1",2
"Dnig.4LG0018630.1",15
"Dnig.4LG0018670.1",16
"Dnig.4LG0018700.1",6
"Dnig.4LG0018800.1",5
"Dnig.4LG0018810.1",6
"Dnig.4LG0018850.1",5
"Dnig.4LG0018880.1",20
"Dnig.4LG0018890.1",20
"Dnig.4LG0018900.1",14
"Dnig.4LG0018910.1",19
"Dnig.4LG0018920.1",9
"Dnig.4LG0018960.1",15
"Dnig.4LG0018990.1",8
"Dnig.4LG0019010.1",7
"Dnig.4LG0019020.1",13
"Dnig.4LG0019040.1",5
"Dnig.4LG0019050.1",12
"Dnig.4LG0019070.1",17
"Dnig.4LG0019080.1",17
"Dnig.4LG0019090.1",16
"Dnig.4LG0019100.1",3
"Dnig.4LG0019110.1",5
"Dnig.4LG0019120.1",20
"Dnig.4LG0019160.1",6
"Dnig.4LG0019170.1",14
"Dnig.4LG0019190.1",18
"Dnig.4LG0019200.1",2
"Dnig.4LG0019220.1",16
"Dnig.4LG0019230.1",7
"Dnig.4LG0019250.1",13
"Dnig.4LG0019280.1",14
"Dnig.4LG0019290.1",15
"Dnig.4LG0019300.1",3
"Dnig.4LG0019320.1",19
"Dnig.4LG0019350.1",19
"Dnig.4LG0019360.1",1
"Dnig.4LG0019370.1",12
"Dnig.4LG0019400.1",6
"Dnig.4LG0019410.1",8
"Dnig.4LG0019420.1",6
"Dnig.4LG0019450.1",3
"Dnig.4LG0019490.1",13
"Dnig.4LG0019500.1",15
"Dnig.4LG0019530.1",18
"Dnig.4LG0019540.1",2
"Dnig.4LG0019550.1",3
"Dnig.4LG0019590.1",4
"Dnig.4LG0019610.1",17
"Dnig.4LG0019750.1",8
"Dnig.4LG0019770.1",9
"Dnig.4LG0019790.1",5
"Dnig.4LG0019800.1",17
"Dnig.4LG0019820.1",8
"Dnig.4LG0019850.1",2
"Dnig.4LG0019870.1",20
"Dnig.4LG0019880.1",17
"Dnig.4LG0019910.1",19
"Dnig.4LG0019930.1",20
"Dnig.4LG0019940.1",13
"Dnig.4LG0019960.1",18
"Dnig.4LG0019970.1",3
"Dnig.4LG0020000.1",7
"Dnig.4LG0020190.1",14
"Dnig.4LG0020210.1",17
"Dnig.4LG0020250.1",12
"Dnig.4LG0020270.1",12
"Dnig.4LG0020300.1",5
"Dnig.4LG0020310.1",16
"Dnig.4LG0020320.1",3
"Dnig.4LG0020330.1",17
"Dnig.4LG0020350.1",16
"Dnig.4LG0020360.1",10
"Dnig.4LG0020420.1",2
"Dnig.4LG0020440.1",9
"Dnig.4LG0020430.1",14
"Dnig.4LG0020460.1",9
"Dnig.4LG0020470.1",8
"Dnig.4LG0020490.1",3
"Dnig.4LG0020500.1",3
"Dnig.4LG0020510.1",19
"Dnig.4LG0020520.1",8
"Dnig.4LG0020540.1",10
"Dnig.4LG0020580.1",15
"Dnig.4LG0020650.1",17
"Dnig.4LG0020670.1",14
"Dnig.4LG0020680.1",7
"Dnig.4LG0020700.1",1
"Dnig.4LG0020710.1",3
"Dnig.4LG0020820.1",19
"Dnig.4LG0020830.1",9
"Dnig.4LG0020880.1",1
"Dnig.4LG0020890.1",1
"Dnig.4LG0020900.1",13
"Dnig.4LG0020910.1",2
"Dnig.4LG0020920.1",8
"Dnig.4LG0020950.1",3
"Dnig.4LG0020970.1",8
"Dnig.4LG0020980.1",16
"Dnig.4LG0020990.1",1
"Dnig.4LG0021050.1",20
"Dnig.4LG0021100.1",5
"Dnig.4LG0021120.1",10
"Dnig.4LG0021130.1",12
"Dnig.4LG0021140.1",10
"Dnig.4LG0021170.1",19
"Dnig.4LG0021180.1",1
"Dnig.4LG0021190.1",8
"Dnig.4LG0021200.1",10
"Dnig.4LG0021210.1",19
"Dnig.4LG0021250.1",3
"Dnig.4LG0021300.1",4
"Dnig.4LG0021310.1",12
"Dnig.4LG0021320.1",13
"Dnig.4LG0021330.1",13
"Dnig.4LG0021340.1",5
"Dnig.4LG0021370.1",13
"Dnig.4LG0021380.1",15
"Dnig.4LG0021390.1",10
"Dnig.4LG0021410.1",16
"Dnig.4LG0021430.1",20
"Dnig.5LG0000030.1",9
"Dnig.5LG0000120.1",17
"Dnig.5LG0000130.1",20
"Dnig.5LG0000140.1",19
"Dnig.5LG0000150.1",9
"Dnig.5LG0000170.1",10
"Dnig.5LG0000220.1",13
"Dnig.5LG0000240.1",16
"Dnig.5LG0000280.1",5
"Dnig.5LG0000290.1",20
"Dnig.5LG0000300.1",3
"Dnig.5LG0000410.1",4
"Dnig.5LG0000430.1",20
"Dnig.5LG0000460.1",17
"Dnig.5LG0000470.1",2
"Dnig.5LG0000480.1",13
"Dnig.5LG0000490.1",16
"Dnig.5LG0000530.1",5
"Dnig.5LG0000540.1",18
"Dnig.5LG0000550.1",12
"Dnig.5LG0000560.1",1
"Dnig.5LG0000600.1",19
"Dnig.5LG0000610.1",4
"Dnig.5LG0000700.1",9
"Dnig.5LG0000910.1",10
"Dnig.5LG0000920.1",12
"Dnig.5LG0000930.1",4
"Dnig.5LG0000940.1",14
"Dnig.5LG0000960.1",13
"Dnig.5LG0001000.1",1
"Dnig.5LG0001130.1",13
"Dnig.5LG0001140.1",4
"Dnig.5LG0001150.1",14
"Dnig.5LG0001160.1",16
"Dnig.5LG0001180.1",20
"Dnig.5LG0001190.1",17
"Dnig.5LG0001200.1",3
"Dnig.5LG0001210.1",3
"Dnig.5LG0001220.1",19
"Dnig.5LG0001240.1",16
"Dnig.5LG0001250.1",5
"Dnig.5LG0001260.1",13
"Dnig.5LG0001280.1",12
"Dnig.5LG0001290.1",12
"Dnig.5LG0001320.1",12
"Dnig.5LG0001360.1",19
"Dnig.5LG0001400.1",14
"Dnig.5LG0001450.1",13
"Dnig.5LG0001650.1",7
"Dnig.5LG0001660.1",10
"Dnig.5LG0001670.1",19
"Dnig.5LG0001680.1",11
"Dnig.5LG0001690.1",5
"Dnig.5LG0001710.1",9
"Dnig.5LG0001730.1",11
"Dnig.5LG0001740.1",19
"Dnig.5LG0001750.1",19
"Dnig.5LG0001760.1",13
"Dnig.5LG0001770.1",16
"Dnig.5LG0001780.1",10
"Dnig.5LG0001790.1",20
"Dnig.5LG0001800.1",2
"Dnig.5LG0001810.1",8
"Dnig.5LG0001820.1",4
"Dnig.5LG0001840.1",16
"Dnig.5LG0001850.1",15
"Dnig.5LG0001860.1",20
"Dnig.5LG0001920.1",5
"Dnig.5LG0001940.1",10
"Dnig.5LG0001950.1",10
"Dnig.5LG0001960.1",13
"Dnig.5LG0001970.1",6
"Dnig.5LG0001980.1",15
"Dnig.5LG0002140.1",1
"Dnig.5LG0002160.1",16
"Dnig.5LG0002170.1",13
"Dnig.5LG0002180.1",13
"Dnig.5LG0002190.1",14
"Dnig.5LG0002200.1",13
"Dnig.5LG0002220.1",8
"Dnig.5LG0002230.1",1
"Dnig.5LG0002240.1",8
"Dnig.5LG0002250.1",4
"Dnig.5LG0002260.1",17
"Dnig.5LG0002300.1",3
"Dnig.5LG0002310.1",17
"Dnig.5LG0002320.1",3
"Dnig.5LG0002330.1",3
"Dnig.5LG0002340.1",13
"Dnig.5LG0002370.1",10
"Dnig.5LG0002380.1",12
"Dnig.5LG0002390.1",19
"Dnig.5LG0002400.1",15
"Dnig.5LG0002410.1",3
"Dnig.5LG0002440.1",8
"Dnig.5LG0002450.1",15
"Dnig.5LG0002490.1",7
"Dnig.5LG0002520.1",11
"Dnig.5LG0002530.1",20
"Dnig.5LG0002550.1",6
"Dnig.5LG0002560.1",15
"Dnig.5LG0002570.1",4
"Dnig.5LG0002620.1",20
"Dnig.5LG0002630.1",9
"Dnig.5LG0002650.1",11
"Dnig.5LG0002660.1",15
"Dnig.5LG0002670.1",15
"Dnig.5LG0002690.1",4
"Dnig.5LG0002720.1",3
"Dnig.5LG0002730.1",15
"Dnig.5LG0002740.1",6
"Dnig.5LG0002760.1",6
"Dnig.5LG0002780.1",11
"Dnig.5LG0002790.1",6
"Dnig.5LG0002810.1",15
"Dnig.5LG0002820.1",19
"Dnig.5LG0002840.1",2
"Dnig.5LG0002860.1",16
"Dnig.5LG0002870.1",15
"Dnig.5LG0002880.1",5
"Dnig.5LG0002890.1",1
"Dnig.5LG0002900.1",13
"Dnig.5LG0002920.1",2
"Dnig.5LG0002970.1",2
"Dnig.5LG0002980.1",2
"Dnig.5LG0003000.1",20
"Dnig.5LG0003030.1",9
"Dnig.5LG0003040.1",3
"Dnig.5LG0003050.1",14
"Dnig.5LG0003060.1",12
"Dnig.5LG0003080.1",16
"Dnig.5LG0003100.1",13
"Dnig.5LG0003120.1",3
"Dnig.5LG0003160.1",4
"Dnig.5LG0003170.1",14
"Dnig.5LG0003200.1",20
"Dnig.5LG0003230.1",20
"Dnig.5LG0003240.1",13
"Dnig.5LG0003250.1",20
"Dnig.5LG0003260.1",14
"Dnig.5LG0003270.1",3
"Dnig.5LG0003280.1",12
"Dnig.5LG0003290.1",14
"Dnig.5LG0003300.1",18
"Dnig.5LG0003310.1",12
"Dnig.5LG0003320.1",17
"Dnig.5LG0003330.1",13
"Dnig.5LG0003350.1",20
"Dnig.5LG0003370.1",20
"Dnig.5LG0003390.1",7
"Dnig.5LG0003400.1",8
"Dnig.5LG0003430.1",5
"Dnig.5LG0003440.1",12
"Dnig.5LG0003450.1",1
"Dnig.5LG0003470.1",17
"Dnig.5LG0003480.1",10
"Dnig.5LG0003490.1",17
"Dnig.5LG0003520.1",15
"Dnig.5LG0003530.1",20
"Dnig.5LG0003540.1",7
"Dnig.5LG0003550.1",3
"Dnig.5LG0003560.1",18
"Dnig.5LG0003590.1",15
"Dnig.5LG0003600.1",12
"Dnig.5LG0003610.1",13
"Dnig.5LG0003620.1",12
"Dnig.5LG0003650.1",3
"Dnig.5LG0003670.1",3
"Dnig.5LG0003680.1",12
"Dnig.5LG0003710.1",19
"Dnig.5LG0003720.1",3
"Dnig.5LG0003730.1",11
"Dnig.5LG0003790.1",16
"Dnig.5LG0003930.1",4
"Dnig.5LG0003940.1",10
"Dnig.5LG0003950.1",18
"Dnig.5LG0004150.1",1
"Dnig.5LG0004160.1",20
"Dnig.5LG0004170.1",1
"Dnig.5LG0004190.1",17
"Dnig.5LG0004200.1",13
"Dnig.5LG0004250.1",14
"Dnig.5LG0004270.1",20
"Dnig.5LG0004390.1",3
"Dnig.5LG0004400.1",13
"Dnig.5LG0004490.1",2
"Dnig.5LG0004500.1",15
"Dnig.5LG0004510.1",10
"Dnig.5LG0004520.1",10
"Dnig.5LG0004530.1",13
"Dnig.5LG0004560.1",6
"Dnig.5LG0004630.1",15
"Dnig.5LG0004800.1",12
"Dnig.5LG0004810.1",14
"Dnig.5LG0004820.1",17
"Dnig.5LG0004830.1",6
"Dnig.5LG0004840.1",17
"Dnig.5LG0004850.1",4
"Dnig.5LG0004920.1",4
"Dnig.5LG0004980.1",17
"Dnig.5LG0004990.1",5
"Dnig.5LG0005000.1",5
"Dnig.5LG0005010.1",15
"Dnig.5LG0005020.1",4
"Dnig.5LG0005030.1",3
"Dnig.5LG0005060.1",15
"Dnig.5LG0005160.1",5
"Dnig.5LG0005170.1",20
"Dnig.5LG0005200.1",12
"Dnig.5LG0005210.1",3
"Dnig.5LG0005220.1",3
"Dnig.5LG0005230.1",13
"Dnig.5LG0005240.1",8
"Dnig.5LG0005250.1",4
"Dnig.5LG0005260.1",4
"Dnig.5LG0005270.1",17
"Dnig.5LG0005290.1",12
"Dnig.5LG0005300.1",8
"Dnig.5LG0005360.1",14
"Dnig.5LG0005410.1",6
"Dnig.5LG0005420.1",6
"Dnig.5LG0005450.1",3
"Dnig.5LG0005530.1",4
"Dnig.5LG0005550.1",5
"Dnig.5LG0005560.1",4
"Dnig.5LG0005570.1",6
"Dnig.5LG0005590.1",10
"Dnig.5LG0005670.1",4
"Dnig.5LG0005690.1",15
"Dnig.5LG0005700.1",8
"Dnig.5LG0005710.1",1
"Dnig.5LG0005720.1",4
"Dnig.5LG0005730.1",3
"Dnig.5LG0005740.1",8
"Dnig.5LG0005750.1",10
"Dnig.5LG0005780.1",12
"Dnig.5LG0005790.1",10
"Dnig.5LG0005800.1",6
"Dnig.5LG0005810.1",6
"Dnig.5LG0005820.1",14
"Dnig.5LG0005830.1",8
"Dnig.5LG0005840.1",13
"Dnig.5LG0005850.1",16
"Dnig.5LG0005860.1",2
"Dnig.5LG0005870.1",13
"Dnig.5LG0005890.1",7
"Dnig.5LG0005900.1",9
"Dnig.5LG0005910.1",12
"Dnig.5LG0005940.1",3
"Dnig.5LG0005950.1",5
"Dnig.5LG0005980.1",20
"Dnig.5LG0006000.1",19
"Dnig.5LG0006010.1",13
"Dnig.5LG0006110.1",20
"Dnig.5LG0006130.1",7
"Dnig.5LG0006140.1",20
"Dnig.5LG0006150.1",17
"Dnig.5LG0006170.1",8
"Dnig.5LG0006180.1",3
"Dnig.5LG0006190.1",11
"Dnig.5LG0006200.1",3
"Dnig.5LG0006210.1",3
"Dnig.5LG0006220.1",9
"Dnig.5LG0006230.1",19
"Dnig.5LG0006240.1",2
"Dnig.5LG0006250.1",10
"Dnig.5LG0006260.1",17
"Dnig.5LG0006280.1",4
"Dnig.5LG0006350.1",10
"Dnig.5LG0006460.1",10
"Dnig.5LG0006480.1",15
"Dnig.5LG0006510.1",13
"Dnig.5LG0006520.1",15
"Dnig.5LG0006530.1",3
"Dnig.5LG0006550.1",10
"Dnig.5LG0006560.1",3
"Dnig.5LG0006570.1",17
"Dnig.5LG0006580.1",4
"Dnig.5LG0006590.1",3
"Dnig.5LG0006600.1",14
"Dnig.5LG0006610.1",17
"Dnig.5LG0006620.1",6
"Dnig.5LG0006680.1",8
"Dnig.5LG0006700.1",4
"Dnig.5LG0006710.1",7
