"","x"
"Dnig.8LG0005730.1",8
"Dnig.8LG0005740.1",12
"Dnig.8LG0005750.1",14
"Dnig.8LG0005770.1",3
"Dnig.8LG0005790.1",16
"Dnig.8LG0005800.1",13
"Dnig.8LG0005810.1",10
"Dnig.8LG0005820.1",12
"Dnig.8LG0005830.1",20
"Dnig.8LG0005840.1",16
"Dnig.8LG0005850.1",11
"Dnig.8LG0005860.1",3
"Dnig.8LG0005870.1",9
"Dnig.8LG0005880.1",9
"Dnig.8LG0005910.1",13
"Dnig.8LG0005920.1",4
"Dnig.8LG0005930.1",1
"Dnig.8LG0005950.1",10
"Dnig.8LG0005970.1",13
"Dnig.8LG0005980.1",13
"Dnig.8LG0006000.1",16
"Dnig.8LG0006020.1",20
"Dnig.8LG0006030.1",20
"Dnig.8LG0006040.1",7
"Dnig.8LG0006050.1",8
"Dnig.8LG0006060.1",7
"Dnig.8LG0006080.1",5
"Dnig.8LG0006120.1",5
"Dnig.8LG0006140.1",10
"Dnig.8LG0006150.1",15
"Dnig.8LG0006160.1",10
"Dnig.8LG0006170.1",15
"Dnig.8LG0006180.1",17
"Dnig.8LG0006190.1",9
"Dnig.8LG0006240.1",13
"Dnig.8LG0006300.1",12
"Dnig.8LG0006320.1",10
"Dnig.8LG0006360.1",8
"Dnig.8LG0006370.1",13
"Dnig.8LG0006380.1",2
"Dnig.8LG0006410.1",13
"Dnig.8LG0006420.1",13
"Dnig.8LG0006430.1",13
"Dnig.8LG0006440.1",4
"Dnig.8LG0006450.1",17
"Dnig.8LG0006460.1",16
"Dnig.8LG0006470.1",19
"Dnig.8LG0006480.1",5
"Dnig.8LG0006500.1",15
"Dnig.8LG0006510.1",6
"Dnig.8LG0006530.1",3
"Dnig.8LG0006540.1",18
"Dnig.8LG0006560.1",6
"Dnig.8LG0006590.1",20
"Dnig.8LG0006610.1",12
"Dnig.8LG0006620.1",11
"Dnig.8LG0006650.1",14
"Dnig.8LG0006660.1",9
"Dnig.8LG0006670.1",9
"Dnig.8LG0006680.1",9
"Dnig.8LG0006710.1",17
"Dnig.8LG0006730.1",12
"Dnig.8LG0006740.1",15
"Dnig.8LG0006750.1",3
"Dnig.8LG0006770.1",20
"Dnig.8LG0006790.1",12
"Dnig.8LG0006800.1",3
"Dnig.8LG0006810.1",20
"Dnig.8LG0006840.1",10
"Dnig.8LG0006850.1",3
"Dnig.8LG0006900.1",17
"Dnig.8LG0006910.1",12
"Dnig.8LG0006920.1",3
"Dnig.8LG0006950.1",5
"Dnig.8LG0006960.1",3
"Dnig.8LG0007100.1",12
"Dnig.8LG0007110.1",12
"Dnig.8LG0007120.1",20
"Dnig.8LG0007130.1",2
"Dnig.8LG0007150.1",12
"Dnig.8LG0007160.1",8
"Dnig.8LG0007210.1",16
"Dnig.8LG0007200.1",10
"Dnig.8LG0007230.1",3
"Dnig.8LG0007240.1",5
"Dnig.8LG0007250.1",11
"Dnig.8LG0007280.1",3
"Dnig.8LG0007300.1",17
"Dnig.8LG0007320.1",11
"Dnig.8LG0007390.1",3
"Dnig.8LG0007410.1",10
"Dnig.8LG0007420.1",16
"Dnig.8LG0007430.1",15
"Dnig.8LG0007510.1",20
"Dnig.8LG0007540.1",5
"Dnig.8LG0007550.1",6
"Dnig.8LG0007560.1",3
"Dnig.8LG0007620.1",19
"Dnig.8LG0007640.1",12
"Dnig.8LG0007660.1",14
"Dnig.8LG0007670.1",12
"Dnig.8LG0007680.1",7
"Dnig.8LG0007700.1",20
"Dnig.8LG0007720.1",20
"Dnig.8LG0007740.1",10
"Dnig.8LG0007750.1",11
"Dnig.8LG0007760.1",4
"Dnig.8LG0007770.1",4
"Dnig.8LG0007780.1",13
"Dnig.8LG0007800.1",6
"Dnig.8LG0007810.1",6
"Dnig.8LG0007910.1",17
"Dnig.8LG0007920.1",7
"Dnig.8LG0007930.1",6
"Dnig.8LG0007940.1",4
"Dnig.8LG0007960.1",3
"Dnig.8LG0007970.1",16
"Dnig.8LG0007980.1",6
"Dnig.8LG0008000.1",15
"Dnig.8LG0008010.1",3
"Dnig.8LG0008050.1",19
"Dnig.8LG0008060.1",17
"Dnig.8LG0008080.1",17
"Dnig.8LG0008100.1",8
"Dnig.8LG0008110.1",8
"Dnig.8LG0008120.1",9
"Dnig.8LG0008140.1",13
"Dnig.8LG0008160.1",20
"Dnig.8LG0008180.1",20
"Dnig.8LG0008190.1",3
"Dnig.8LG0008200.1",10
"Dnig.8LG0008210.1",4
"Dnig.8LG0008220.1",17
"Dnig.8LG0008240.1",19
"Dnig.8LG0008250.1",16
"Dnig.8LG0008260.1",13
"Dnig.8LG0008280.1",6
"Dnig.8LG0008330.1",16
"Dnig.8LG0008360.1",19
"Dnig.8LG0008390.1",14
"Dnig.8LG0008410.1",12
"Dnig.8LG0008440.1",15
"Dnig.8LG0008450.1",13
"Dnig.8LG0008460.1",12
"Dnig.8LG0008470.1",15
"Dnig.8LG0008520.1",9
"Dnig.8LG0008530.1",17
"Dnig.8LG0008560.1",19
"Dnig.8LG0008570.1",9
"Dnig.8LG0008590.1",12
"Dnig.8LG0008610.1",18
"Dnig.8LG0008620.1",18
"Dnig.8LG0008640.1",17
"Dnig.8LG0008650.1",9
"Dnig.8LG0008670.1",15
"Dnig.8LG0008690.1",13
"Dnig.8LG0008720.1",17
"Dnig.8LG0008730.1",15
"Dnig.8LG0008740.1",20
"Dnig.8LG0008750.1",13
"Dnig.8LG0008760.1",3
"Dnig.8LG0008780.1",7
"Dnig.8LG0008790.1",13
"Dnig.8LG0008800.1",12
"Dnig.8LG0008820.1",9
"Dnig.8LG0008830.1",3
"Dnig.8LG0008840.1",3
"Dnig.8LG0008870.1",17
"Dnig.8LG0008890.1",3
"Dnig.8LG0008920.1",4
"Dnig.8LG0008930.1",15
"Dnig.8LG0008940.1",20
"Dnig.8LG0008960.1",6
"Dnig.8LG0008970.1",19
"Dnig.8LG0008990.1",4
"Dnig.8LG0009000.1",19
"Dnig.8LG0009010.1",11
"Dnig.8LG0009030.1",16
"Dnig.8LG0009040.1",7
"Dnig.8LG0009050.1",3
"Dnig.8LG0009070.1",12
"Dnig.8LG0009080.1",19
"Dnig.8LG0009090.1",20
"Dnig.8LG0009100.1",12
"Dnig.8LG0009130.1",10
"Dnig.8LG0009150.1",12
"Dnig.8LG0009160.1",6
"Dnig.8LG0009170.1",7
"Dnig.8LG0009200.1",6
"Dnig.8LG0009210.1",6
"Dnig.8LG0009220.1",3
"Dnig.8LG0009230.1",4
"Dnig.8LG0009250.1",14
"Dnig.8LG0009260.1",20
"Dnig.8LG0009270.1",10
"Dnig.8LG0009280.2",20
"Dnig.8LG0009290.1",1
"Dnig.8LG0009300.1",10
"Dnig.8LG0009320.1",17
"Dnig.8LG0009330.1",7
"Dnig.8LG0009340.1",16
"Dnig.8LG0009350.1",14
"Dnig.8LG0009360.1",6
"Dnig.8LG0009370.1",6
"Dnig.8LG0009400.1",9
"Dnig.8LG0009410.1",10
"Dnig.8LG0009430.1",1
"Dnig.8LG0009440.1",12
"Dnig.8LG0009460.1",17
"Dnig.8LG0009470.1",5
"Dnig.8LG0009480.1",6
"Dnig.8LG0009490.1",13
"Dnig.8LG0009500.1",6
"Dnig.8LG0009610.1",9
"Dnig.8LG0009640.1",4
"Dnig.8LG0009650.1",7
"Dnig.8LG0009660.1",12
"Dnig.8LG0009670.1",20
"Dnig.8LG0009680.1",1
"Dnig.8LG0009690.1",13
"Dnig.8LG0009710.1",17
"Dnig.8LG0009730.1",9
"Dnig.8LG0009790.1",10
"Dnig.8LG0009830.1",15
"Dnig.8LG0009880.1",20
"Dnig.8LG0009890.1",17
"Dnig.8LG0009900.1",10
"Dnig.8LG0009930.1",3
"Dnig.8LG0009940.1",15
"Dnig.8LG0009960.1",10
"Dnig.8LG0010050.1",13
"Dnig.8LG0010070.1",15
"Dnig.8LG0010080.1",7
"Dnig.8LG0010090.1",17
"Dnig.8LG0010100.1",7
"Dnig.8LG0010120.1",1
"Dnig.8LG0010180.1",10
"Dnig.8LG0010190.1",11
"Dnig.8LG0010210.1",4
"Dnig.8LG0010260.1",14
"Dnig.8LG0010300.1",16
"Dnig.8LG0010340.1",13
"Dnig.8LG0010350.1",7
"Dnig.8LG0010370.1",14
"Dnig.8LG0010390.1",12
"Dnig.8LG0010410.1",4
"Dnig.8LG0010420.1",9
"Dnig.8LG0010430.1",9
"Dnig.8LG0010450.1",11
"Dnig.8LG0010480.1",7
"Dnig.8LG0010490.1",14
"Dnig.8LG0010510.1",3
"Dnig.8LG0010520.1",1
"Dnig.8LG0010600.1",6
"Dnig.8LG0010610.1",20
"Dnig.8LG0010620.1",13
"Dnig.8LG0010670.1",7
"Dnig.8LG0010690.1",6
"Dnig.8LG0010730.1",6
"Dnig.8LG0010740.1",13
"Dnig.8LG0010760.1",10
"Dnig.8LG0010790.1",13
"Dnig.8LG0010810.1",13
"Dnig.8LG0010830.1",18
"Dnig.8LG0010850.1",16
"Dnig.8LG0010860.1",9
"Dnig.9LG0000060.1",12
"Dnig.9LG0000070.1",1
"Dnig.9LG0000100.1",17
"Dnig.9LG0000110.1",17
"Dnig.9LG0000120.1",17
"Dnig.9LG0000130.1",3
"Dnig.9LG0000140.1",1
"Dnig.9LG0000150.1",20
"Dnig.9LG0000170.1",20
"Dnig.9LG0000180.1",3
"Dnig.9LG0000210.1",2
"Dnig.9LG0000220.1",2
"Dnig.9LG0000280.1",12
"Dnig.9LG0000300.1",10
"Dnig.9LG0000310.1",7
"Dnig.9LG0000320.1",14
"Dnig.9LG0000330.1",11
"Dnig.9LG0000350.1",13
"Dnig.9LG0000360.1",17
"Dnig.9LG0000410.1",10
"Dnig.9LG0000420.1",5
"Dnig.9LG0000430.1",11
"Dnig.9LG0000460.1",15
"Dnig.9LG0000470.1",4
"Dnig.9LG0000480.1",17
"Dnig.9LG0000490.1",20
"Dnig.9LG0000520.1",15
"Dnig.9LG0000530.1",5
"Dnig.9LG0000560.1",12
"Dnig.9LG0000590.1",19
"Dnig.9LG0000630.2",18
"Dnig.9LG0000650.1",5
"Dnig.9LG0000660.1",19
"Dnig.9LG0000670.1",5
"Dnig.9LG0000680.1",11
"Dnig.9LG0000700.1",19
"Dnig.9LG0000690.1",8
"Dnig.9LG0000720.1",20
"Dnig.9LG0000740.1",4
"Dnig.9LG0000880.1",1
"Dnig.9LG0000900.1",10
"Dnig.9LG0000910.1",2
"Dnig.9LG0000940.1",4
"Dnig.9LG0000950.1",4
"Dnig.9LG0000960.1",14
"Dnig.9LG0000970.1",17
"Dnig.9LG0000980.1",8
"Dnig.9LG0000990.1",17
"Dnig.9LG0001010.1",20
"Dnig.9LG0001020.1",11
"Dnig.9LG0001110.1",8
"Dnig.9LG0001150.1",4
"Dnig.9LG0001170.1",20
"Dnig.9LG0001180.1",12
"Dnig.9LG0001210.1",5
"Dnig.9LG0001220.1",15
"Dnig.9LG0001230.1",15
"Dnig.9LG0001240.1",19
"Dnig.9LG0001250.1",9
"Dnig.9LG0001260.1",16
"Dnig.9LG0001270.1",13
"Dnig.9LG0001280.1",17
"Dnig.9LG0001330.1",1
"Dnig.9LG0001340.1",13
"Dnig.9LG0001350.1",2
"Dnig.9LG0001360.1",5
"Dnig.9LG0001390.1",3
"Dnig.9LG0001400.1",7
"Dnig.9LG0001410.1",20
"Dnig.9LG0001450.1",3
"Dnig.9LG0001460.1",13
"Dnig.9LG0001470.1",14
"Dnig.9LG0001490.1",15
"Dnig.9LG0001500.1",10
"Dnig.9LG0001510.1",18
"Dnig.9LG0001530.1",5
"Dnig.9LG0001540.1",18
"Dnig.9LG0001550.1",9
"Dnig.9LG0001560.1",4
"Dnig.9LG0001570.1",18
"Dnig.9LG0001590.1",15
"Dnig.9LG0001600.1",5
"Dnig.9LG0001610.1",20
"Dnig.9LG0001700.1",17
"Dnig.9LG0001710.1",17
"Dnig.9LG0001750.1",5
"Dnig.9LG0001770.1",7
"Dnig.9LG0001780.1",3
"Dnig.9LG0001790.1",15
"Dnig.9LG0001800.1",12
"Dnig.9LG0001810.1",15
"Dnig.9LG0001820.1",14
"Dnig.9LG0001830.1",2
"Dnig.9LG0001840.1",4
"Dnig.9LG0001850.1",17
"Dnig.9LG0001880.1",20
"Dnig.9LG0001900.1",3
"Dnig.9LG0001910.1",12
"Dnig.9LG0001930.1",13
"Dnig.9LG0001940.1",10
"Dnig.9LG0001950.1",12
"Dnig.9LG0001990.1",16
"Dnig.9LG0002000.1",17
"Dnig.9LG0002010.1",10
"Dnig.9LG0002030.1",20
"Dnig.9LG0002060.1",3
"Dnig.9LG0002080.1",5
"Dnig.9LG0002090.1",13
"Dnig.9LG0002120.1",10
"Dnig.9LG0002130.1",6
"Dnig.9LG0002160.1",4
"Dnig.9LG0002170.1",3
"Dnig.9LG0002200.1",20
"Dnig.9LG0002230.1",7
"Dnig.9LG0002240.1",11
"Dnig.9LG0002280.1",5
"Dnig.9LG0002310.1",16
"Dnig.9LG0002320.1",16
"Dnig.9LG0002330.1",17
"Dnig.9LG0002340.1",9
"Dnig.9LG0002350.1",12
"Dnig.9LG0002360.1",8
"Dnig.9LG0002370.1",17
"Dnig.9LG0002380.1",10
"Dnig.9LG0002390.1",3
"Dnig.9LG0002440.1",15
"Dnig.9LG0002450.1",10
"Dnig.9LG0002480.1",4
"Dnig.9LG0002490.1",4
"Dnig.9LG0002500.1",4
"Dnig.9LG0002510.1",20
"Dnig.9LG0002550.1",3
"Dnig.9LG0002560.1",1
"Dnig.9LG0002570.1",12
"Dnig.9LG0002580.1",5
"Dnig.9LG0002590.1",17
"Dnig.9LG0002600.1",20
"Dnig.9LG0002630.1",14
"Dnig.9LG0002640.1",17
"Dnig.9LG0002660.1",8
"Dnig.9LG0002690.1",13
"Dnig.9LG0002710.1",17
"Dnig.9LG0002730.1",4
"Dnig.9LG0002740.1",4
"Dnig.9LG0002750.1",16
"Dnig.9LG0002770.1",2
"Dnig.9LG0002780.1",5
"Dnig.9LG0002830.1",12
"Dnig.9LG0002890.1",13
"Dnig.9LG0002900.1",8
"Dnig.9LG0002910.1",6
"Dnig.9LG0002970.1",19
"Dnig.9LG0003000.1",4
"Dnig.9LG0003010.1",18
"Dnig.9LG0003020.1",12
"Dnig.9LG0003030.1",17
"Dnig.9LG0003070.1",1
"Dnig.9LG0003090.1",17
"Dnig.9LG0003100.1",11
"Dnig.9LG0003140.1",13
"Dnig.9LG0003250.1",19
"Dnig.9LG0003270.1",16
"Dnig.9LG0003280.1",17
"Dnig.9LG0003290.1",13
"Dnig.9LG0003300.1",12
"Dnig.9LG0003310.1",6
"Dnig.9LG0003320.1",6
"Dnig.9LG0003330.1",17
"Dnig.9LG0003340.1",18
"Dnig.9LG0003350.1",16
"Dnig.9LG0003370.1",17
"Dnig.9LG0003380.1",13
"Dnig.9LG0003390.1",3
"Dnig.9LG0003400.1",19
"Dnig.9LG0003420.1",14
"Dnig.9LG0003430.1",6
"Dnig.9LG0003480.1",17
"Dnig.9LG0003490.1",13
"Dnig.9LG0003500.1",1
"Dnig.9LG0003510.1",10
"Dnig.9LG0003520.1",19
"Dnig.9LG0003530.1",13
"Dnig.9LG0003550.1",13
"Dnig.9LG0003600.1",15
"Dnig.9LG0003620.1",18
"Dnig.9LG0003630.1",12
"Dnig.9LG0003640.1",3
"Dnig.9LG0003650.1",17
"Dnig.9LG0003660.1",3
"Dnig.9LG0003670.1",5
"Dnig.9LG0003700.1",20
"Dnig.9LG0003710.1",3
"Dnig.9LG0003720.1",3
"Dnig.9LG0003740.1",14
"Dnig.9LG0003750.1",8
"Dnig.9LG0003800.1",17
"Dnig.9LG0003830.1",12
"Dnig.9LG0003840.1",3
"Dnig.9LG0003850.1",13
"Dnig.9LG0003860.1",15
"Dnig.9LG0003880.1",15
"Dnig.9LG0003890.1",17
"Dnig.9LG0003900.1",16
"Dnig.9LG0003910.1",16
"Dnig.9LG0003920.1",7
"Dnig.9LG0003930.1",7
"Dnig.9LG0003970.1",10
"Dnig.9LG0004010.1",10
"Dnig.9LG0004040.1",3
"Dnig.9LG0004110.1",15
"Dnig.9LG0004120.1",17
"Dnig.9LG0004130.1",3
"Dnig.9LG0004140.1",15
"Dnig.9LG0004150.1",16
"Dnig.9LG0004180.1",3
"Dnig.9LG0004190.1",10
"Dnig.9LG0004200.1",16
"Dnig.9LG0004210.1",13
"Dnig.9LG0004220.1",9
"Dnig.9LG0004300.1",5
"Dnig.9LG0004330.1",5
"Dnig.9LG0004350.1",12
"Dnig.9LG0004400.1",16
"Dnig.9LG0004550.1",3
"Dnig.9LG0004580.1",11
"Dnig.9LG0004590.1",12
"Dnig.9LG0004610.1",17
"Dnig.9LG0004620.1",19
"Dnig.9LG0004630.1",9
"Dnig.9LG0004640.1",12
"Dnig.9LG0004650.1",13
"Dnig.9LG0004670.1",17
"Dnig.9LG0004690.1",19
"Dnig.9LG0004720.1",7
"Dnig.9LG0004750.1",20
"Dnig.9LG0004830.1",12
"Dnig.9LG0004910.1",20
"Dnig.9LG0004930.1",10
"Dnig.9LG0004940.1",7
"Dnig.9LG0004950.1",7
"Dnig.9LG0004980.1",17
"Dnig.9LG0005000.1",19
"Dnig.9LG0005010.1",17
"Dnig.9LG0005020.1",1
"Dnig.9LG0005050.1",10
"Dnig.9LG0005100.1",3
"Dnig.9LG0005110.1",2
"Dnig.9LG0005120.1",17
"Dnig.9LG0005130.1",14
"Dnig.9LG0005140.1",5
"Dnig.9LG0005150.1",7
"Dnig.9LG0005160.1",3
"Dnig.9LG0005190.1",3
"Dnig.9LG0005220.1",10
"Dnig.9LG0005320.1",10
"Dnig.9LG0005350.1",5
"Dnig.9LG0005450.1",14
"Dnig.9LG0005470.1",14
"Dnig.9LG0005490.1",12
"Dnig.9LG0005500.1",6
"Dnig.9LG0005510.1",19
"Dnig.9LG0005580.1",7
"Dnig.9LG0005590.1",13
"Dnig.9LG0005620.1",13
"Dnig.9LG0005630.1",12
"Dnig.9LG0005640.1",17
"Dnig.9LG0005660.1",7
"Dnig.9LG0005670.1",18
"Dnig.9LG0005680.1",5
"Dnig.9LG0005720.1",9
"Dnig.9LG0005730.1",18
"Dnig.9LG0005750.1",13
"Dnig.9LG0005760.1",15
"Dnig.9LG0005770.1",16
"Dnig.9LG0005780.1",5
"Dnig.9LG0005800.1",4
"Dnig.9LG0005810.1",10
"Dnig.9LG0005820.1",13
"Dnig.9LG0005830.1",3
"Dnig.9LG0005850.1",1
"Dnig.9LG0005870.1",2
"Dnig.9LG0005880.1",20
"Dnig.9LG0005890.1",3
"Dnig.9LG0005900.1",14
"Dnig.9LG0005930.1",19
"Dnig.9LG0005960.1",14
"Dnig.9LG0006060.1",17
"Dnig.9LG0006120.1",12
"Dnig.9LG0006140.1",3
"Dnig.9LG0006290.1",11
"Dnig.9LG0006300.1",10
"Dnig.9LG0006310.1",14
"Dnig.9LG0006330.1",8
"Dnig.9LG0006360.1",2
"Dnig.9LG0006390.1",12
"Dnig.9LG0006430.1",12
"Dnig.9LG0006520.1",20
"Dnig.9LG0006530.1",2
"Dnig.9LG0006550.1",12
"Dnig.9LG0006560.1",3
"Dnig.9LG0006650.1",17
"Dnig.9LG0006700.1",19
"Dnig.9LG0006720.1",20
"Dnig.9LG0006740.1",3
"Dnig.9LG0006770.1",14
"Dnig.9LG0006780.1",2
"Dnig.9LG0006800.1",4
"Dnig.9LG0006790.1",5
"Dnig.9LG0006910.1",19
"Dnig.9LG0006920.1",17
"Dnig.9LG0006930.1",10
"Dnig.9LG0006960.1",4
"Dnig.9LG0006970.1",6
"Dnig.9LG0006980.1",17
"Dnig.9LG0006990.1",14
"Dnig.9LG0007020.1",3
"Dnig.9LG0007040.1",10
"Dnig.9LG0007090.1",16
"Dnig.9LG0007150.1",10
"Dnig.9LG0007170.1",12
"Dnig.9LG0007180.1",14
"Dnig.9LG0007190.1",10
"Dnig.9LG0007200.1",2
"Dnig.9LG0007380.1",3
"Dnig.9LG0007410.1",1
"Dnig.9LG0007430.1",16
"Dnig.9LG0007450.1",14
"Dnig.9LG0007460.1",2
"Dnig.9LG0007470.1",16
"Dnig.9LG0007500.1",20
"Dnig.9LG0007510.1",6
"Dnig.9LG0007520.1",1
"Dnig.9LG0007530.1",10
"Dnig.9LG0007540.1",4
"Dnig.9LG0007550.1",20
"Dnig.9LG0007560.1",10
"Dnig.9LG0007600.1",11
"Dnig.9LG0007610.1",10
"Dnig.9LG0007620.1",19
"Dnig.9LG0007630.1",9
"Dnig.9LG0007640.1",1
"Dnig.9LG0007650.1",1
"Dnig.9LG0007680.1",17
"Dnig.9LG0007690.1",12
"Dnig.9LG0007700.1",9
"Dnig.9LG0007720.1",18
"Dnig.9LG0007740.1",4
"Dnig.9LG0007750.1",17
"Dnig.9LG0007760.1",19
"Dnig.9LG0007770.1",15
"Dnig.9LG0007820.1",10
"Dnig.9LG0007850.1",11
"Dnig.9LG0007860.1",10
"Dnig.9LG0007900.1",3
"Dnig.9LG0007910.1",3
"Dnig.9LG0007920.1",16
"Dnig.9LG0007940.1",4
"Dnig.9LG0007950.1",15
"Dnig.9LG0007960.1",4
"Dnig.9LG0007970.1",3
"Dnig.9LG0008020.1",9
"Dnig.9LG0008030.1",11
"Dnig.9LG0008060.1",10
"Dnig.9LG0008090.1",3
"Dnig.9LG0008120.1",9
"Dnig.9LG0008170.1",9
"Dnig.9LG0008180.1",11
"Dnig.9LG0008190.1",5
"Dnig.9LG0008200.1",12
"Dnig.9LG0008210.1",8
"Dnig.9LG0008220.1",9
"Dnig.9LG0008230.1",1
"Dnig.9LG0008250.1",10
"Dnig.9LG0008290.1",4
"Dnig.9LG0008300.1",9
"Dnig.9LG0008320.1",3
"Dnig.9LG0008410.1",4
"Dnig.9LG0008420.1",16
"Dnig.9LG0008430.1",14
"Dnig.9LG0008450.1",10
"Dnig.9LG0008460.1",10
"Dnig.9LG0008470.1",6
"Dnig.9LG0008480.1",19
"Dnig.9LG0008490.1",13
"Dnig.9LG0008520.1",6
"Dnig.9LG0008540.1",16
"Dnig.9LG0008550.1",14
"Dnig.9LG0008570.1",4
"Dnig.9LG0008590.1",17
"Dnig.9LG0008600.1",11
"Dnig.9LG0008620.1",5
"Dnig.9LG0008630.1",12
"Dnig.9LG0008640.1",6
"Dnig.9LG0008670.1",11
"Dnig.9LG0008710.1",20
"Dnig.9LG0008720.1",20
"Dnig.9LG0008750.1",3
"Dnig.9LG0008800.1",11
"Dnig.9LG0008810.1",2
"Dnig.9LG0008830.1",2
"Dnig.9LG0008850.1",19
"Dnig.9LG0008870.1",8
"Dnig.9LG0008900.1",19
"Dnig.9LG0008920.1",11
"Dnig.9LG0008970.1",17
"Dnig.9LG0009000.1",2
"Dnig.9LG0009020.1",17
"Dnig.9LG0009030.1",5
"Dnig.9LG0009040.1",20
"Dnig.9LG0009050.1",13
"Dnig.9LG0009060.1",5
"Dnig.9LG0009070.1",17
"Dnig.9LG0009110.1",14
"Dnig.9LG0009120.1",6
"Dnig.9LG0009130.1",4
"Dnig.9LG0009170.1",19
"Dnig.9LG0009190.1",2
"Dnig.9LG0009200.1",17
"Dnig.9LG0009210.1",1
"Dnig.9LG0009220.1",18
"Dnig.9LG0009240.1",3
"Dnig.9LG0009250.1",12
"Dnig.9LG0009260.1",15
"Dnig.9LG0009290.1",5
"Dnig.9LG0009300.1",11
"Dnig.9LG0009320.1",9
"Dnig.9LG0009330.1",8
"Dnig.9LG0009370.1",18
"Dnig.9LG0009380.1",13
"Dnig.9LG0009390.1",4
"Dnig.9LG0009410.2",10
"Dnig.9LG0009430.1",10
"Dnig.9LG0009470.1",4
"Dnig.9LG0009480.1",5
"Dnig.9LG0009490.1",8
"Dnig.9LG0009510.1",19
"Dnig.9LG0009520.1",8
"Dnig.9LG0009540.1",9
"Dnig.9LG0009560.1",20
"Dnig.9LG0009610.1",5
"Dnig.9LG0009630.1",14
"Dnig.9LG0009650.1",15
"Dnig.9LG0009660.1",14
"Dnig.9LG0009680.1",5
"Dnig.9LG0009700.1",13
"Dnig.9LG0009710.1",3
"Dnig.9LG0009730.1",11
"Dnig.9LG0009780.1",6
"Dnig.9LG0009810.1",11
"Dnig.9LG0009910.1",19
"Dnig.9LG0009920.1",19
"Dnig.9LG0009980.1",1
"Dnig.9LG0010050.1",12
"Dnig.9LG0010060.1",7
"Dnig.9LG0010070.1",6
"Dnig.9LG0010090.1",17
"Dnig.9LG0010120.1",13
"Dnig.9LG0010180.1",4
"Dnig.9LG0010220.1",10
"Dnig.9LG0010230.1",13
"Dnig.10LG0000010.1",16
"Dnig.10LG0000030.1",7
"Dnig.10LG0000050.1",5
"Dnig.10LG0000060.1",7
"Dnig.10LG0000070.1",10
"Dnig.10LG0000100.1",13
"Dnig.10LG0000110.1",6
"Dnig.10LG0000120.1",10
"Dnig.10LG0000130.1",12
"Dnig.10LG0000140.1",17
"Dnig.10LG0000150.1",3
"Dnig.10LG0000160.1",16
"Dnig.10LG0000170.1",19
"Dnig.10LG0000220.1",16
"Dnig.10LG0000230.1",10
"Dnig.10LG0000250.1",3
"Dnig.10LG0000290.1",3
"Dnig.10LG0000360.1",16
"Dnig.10LG0000370.1",6
"Dnig.10LG0000390.1",20
"Dnig.10LG0000400.1",15
"Dnig.10LG0000410.1",6
"Dnig.10LG0000460.1",5
"Dnig.10LG0000540.1",19
"Dnig.10LG0000560.1",9
"Dnig.10LG0000600.1",8
"Dnig.10LG0000610.1",9
"Dnig.10LG0000620.1",8
"Dnig.10LG0000630.1",8
"Dnig.10LG0000650.1",15
"Dnig.10LG0000660.1",8
"Dnig.10LG0000670.1",16
"Dnig.10LG0000680.1",20
"Dnig.10LG0000710.1",9
"Dnig.10LG0000760.1",1
"Dnig.10LG0000780.1",20
"Dnig.10LG0000790.1",10
"Dnig.10LG0001180.1",8
"Dnig.10LG0001200.1",3
"Dnig.10LG0001220.1",3
"Dnig.10LG0001310.1",16
"Dnig.10LG0001330.1",3
"Dnig.10LG0001370.1",13
"Dnig.10LG0001380.1",15
"Dnig.10LG0001390.1",10
"Dnig.10LG0001400.1",3
"Dnig.10LG0001410.1",1
"Dnig.10LG0001450.1",16
"Dnig.10LG0001460.1",5
"Dnig.10LG0001610.1",8
"Dnig.10LG0001640.1",6
"Dnig.10LG0001650.1",6
"Dnig.10LG0001660.1",12
"Dnig.10LG0001690.1",16
"Dnig.10LG0001720.1",5
"Dnig.10LG0001740.1",6
"Dnig.10LG0001780.1",13
"Dnig.10LG0001790.1",13
"Dnig.10LG0001800.1",3
"Dnig.10LG0001810.1",10
"Dnig.10LG0001830.1",4
"Dnig.10LG0001840.1",5
"Dnig.10LG0001850.1",16
"Dnig.10LG0001880.1",2
"Dnig.10LG0001890.1",13
"Dnig.10LG0001900.1",17
"Dnig.10LG0001920.1",12
"Dnig.10LG0001930.1",3
"Dnig.10LG0001950.1",17
"Dnig.10LG0001960.1",16
"Dnig.10LG0001980.1",17
"Dnig.10LG0002000.1",2
"Dnig.10LG0002020.1",9
"Dnig.10LG0002030.1",6
"Dnig.10LG0002060.1",2
"Dnig.10LG0002090.1",6
"Dnig.10LG0002110.1",6
"Dnig.10LG0002120.1",6
"Dnig.10LG0002130.1",20
"Dnig.10LG0002140.1",16
"Dnig.10LG0002150.1",8
"Dnig.10LG0002230.1",9
"Dnig.10LG0002260.1",16
"Dnig.10LG0002280.1",16
"Dnig.10LG0002290.1",11
"Dnig.10LG0002300.1",14
"Dnig.10LG0002320.1",2
"Dnig.10LG0002340.1",4
"Dnig.10LG0002360.1",5
"Dnig.10LG0002350.1",17
"Dnig.10LG0002380.1",2
"Dnig.10LG0002390.1",12
"Dnig.10LG0002410.1",13
"Dnig.10LG0002420.1",16
"Dnig.10LG0002430.1",6
"Dnig.10LG0002440.1",12
"Dnig.10LG0002450.1",14
