"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"Dnig.1LG0001210.1",0.160682903653867,0.040080174352615,0.0273997835525102,0.0185312503516173,0.0120497920837754,0.110801725509896,0.105915251594535,0.0647714372080496,0.0240364223698688,0.0394093359760491,0.0215070809899676,0.0536876348740983,0.0294134863109594,0.0210940040909031,0.0435908690982821,0.0380100848074954,0.0456287985948248,0.0625796817008124,0.0665236455878603,0.014286637292014
"Dnig.1LG0001220.1",0.00793005362541721,0.0543961225513827,0.0030607227566598,0.00250618324437598,0.00287140631385799,0.0222279372246099,0.0236468065801691,0.00397511859295954,0.00261379232114652,0.659982722180386,0.0118503311579994,0.0310203559909328,0.0038410139954541,0.00249001275826577,0.121242746948289,0.00575960799208057,0.013184785716799,0.0151711184363892,0.00985359292155249,0.00237556869127284
"Dnig.1LG0001230.1",0.0217722354396479,0.0238335665978058,0.100375892295815,0.0343729003565289,0.0114534134796662,0.0204237005929137,0.0310202587504432,0.293528678491748,0.0762894100410419,0.0184284820890742,0.0258191042341881,0.0154464673063454,0.0827994728202024,0.0551171703452792,0.0160749162415478,0.0806687830088773,0.0418307269990206,0.0152330509420485,0.0153583418767353,0.0201534280910703
"Dnig.1LG0001260.1",0.0140576740859045,0.0747099609148377,0.0287671553627629,0.0124227880392653,0.010491164133536,0.0208766274429753,0.0424191836077835,0.0253481469865355,0.0190835089489699,0.0365158373305183,0.251842821375556,0.0178939344402995,0.0541209012563457,0.0159652176957764,0.0238095253001481,0.122134033675572,0.190488926008004,0.0146299468439877,0.012761753136415,0.0116608934148073
"Dnig.1LG0001270.1",0.0132932207428298,0.00108779070453777,0.000455708105040922,0.000472239043171593,0.000511447328223504,0.00643066256460131,0.00175389246033291,0.000718104457436231,0.000440231589975455,0.0016436792277238,0.000571493687212424,0.00735229816225009,0.000477849865591821,0.000436534306645173,0.00291648550989126,0.000573846682752558,0.000793557816411146,0.0350087563456196,0.924630826867272,0.00043137453248083
"Dnig.1LG0001280.1",0.0131311856459572,0.0275422445764846,0.0717416723376171,0.0148450688270532,0.0101582803764277,0.0156098165137171,0.0272842377570729,0.0416714225768585,0.0348637059190992,0.0179013585036853,0.041801044528533,0.012488551215668,0.268508041525881,0.0245004963279774,0.0142277671605249,0.261992021971534,0.0657565011480356,0.0114430739932052,0.0108174920405959,0.013716017054073
"Dnig.1LG0001300.1",0.00934967752389437,0.0116831883170601,0.328135715838511,0.0310410481070505,0.00933141967692736,0.00890625191637631,0.0126457265577783,0.0714787173208487,0.168271693695943,0.00904473846688678,0.017359902918211,0.00737428870698119,0.117897766138854,0.0850994045920331,0.00782265378745781,0.0498952125488815,0.0200231637443528,0.00722116546330113,0.00729101188806596,0.0201272527905854
"Dnig.1LG0001310.1",0.0382529308135687,0.112263635951941,0.0231852675531208,0.0134075674775205,0.0151219019590423,0.0738208998041174,0.112234864800254,0.0269360585087052,0.0179438726434883,0.0901286847190962,0.0515741190458206,0.0604680884333161,0.0329415957507903,0.0157422480524435,0.0751882213452548,0.0487078537037983,0.0922635828527764,0.0477954065001006,0.0385361711701499,0.0134870289146954
"Dnig.1LG0001330.1",0.218159031814103,0.0320714072953092,0.018383439859105,0.0132615009484461,0.011334432051442,0.132265509632604,0.0744756785007801,0.032605851786197,0.0163488931115791,0.0353765968688176,0.016676410322594,0.0644406839139179,0.0202177229224571,0.0147251653631331,0.0447775062837813,0.0246637101474176,0.031270050053189,0.08781283841843,0.0995114456474254,0.0116221250592724
"Dnig.1LG0001350.1",0.0481722299002609,0.0117182612527662,0.00400214263921261,0.00434981100628579,0.00518444991036652,0.0533452965737816,0.0160131249752972,0.00596367458320514,0.00385861037988536,0.0203430348997308,0.00605086351482431,0.126930112193444,0.00425801968526438,0.00388418624139477,0.0422112395983878,0.00521422155842291,0.00760990225086811,0.396737746323418,0.230092363987987,0.00406070852519725
"Dnig.1LG0001360.1",0.0414303217152297,0.0458319536603705,0.00880059217981082,0.00908671501844638,0.00970282378312302,0.0897468562418958,0.0470784815145377,0.0128570069782745,0.00816227555490549,0.106982159559694,0.0197470839727884,0.176991132474929,0.00984677877988927,0.00814438604750642,0.205858640701479,0.0132826032336755,0.0228832489951542,0.0958711510926864,0.0595868563928676,0.00810893210273621
"Dnig.1LG0001380.1",0.008297243810526,0.00674382898121529,0.00124824473743411,0.00115393245802577,0.0013550373004741,0.0321067688273062,0.00848923944180532,0.00179153351690068,0.00113118140234238,0.0166922903347665,0.00253810684297897,0.768355425180565,0.00143497095683705,0.00109986688192272,0.080667026412128,0.00192179487515025,0.00336002765274152,0.044520972636314,0.0160070825215926,0.00108542522897308
"Dnig.1LG0001400.1",0.00553041789924311,0.00453591149123049,0.0126019086369157,0.0531728858061395,0.0352286627639951,0.00450780523589023,0.00462120945800753,0.00971708321732169,0.0188019370479659,0.00438506901804806,0.00606941419119046,0.00440442679711607,0.00902866190908336,0.0298786142097172,0.00431671636866082,0.00673479258139836,0.00520405055389106,0.00462343250571198,0.00499029314245074,0.771646707166023
"Dnig.1LG0001460.1",0.0204256228888665,0.0942182265300757,0.0100770020865467,0.00598278861967378,0.00459116464484452,0.0500869878564995,0.476905697479191,0.01656983174302,0.00781318412368638,0.0545675916102248,0.0214939591891449,0.0277095060112463,0.0137044811934894,0.00680748882571198,0.0368892395175912,0.0261744478597473,0.0838476254077413,0.020797812191662,0.0163840465965105,0.00495329562452646
"Dnig.1LG0001470.1",0.0272567725877874,0.0047188962063952,0.00162075117412279,0.00167082444836618,0.00188386915863778,0.0296350874105376,0.00715636997050475,0.00248323616987642,0.00154624588717261,0.00791521932821737,0.00233129622095779,0.0552911759484283,0.00173548590422268,0.00153465205507224,0.0162294646028796,0.00214236427674234,0.00314053926965651,0.624984142397716,0.205183821065913,0.0015397859167939
